CUSTOMER_ID,COMPANY_NAME,CURRENT_ARR,CURRENT_PRODUCT_COUNT,POTENTIAL_PRODUCT_COUNT,TOTAL_POTENTIAL_ARR,TOTAL_EXPECTED_POTENTIAL_ARR,TOP_5_SIMILAR_COMPANIES,AVG_SIMILARITY_SCORE,POTENTIAL_PRODUCTS,TOP_PRODUCT_RECOMMENDATION,TOP_PRODUCT_EXPECTED_ARR
CUST_000033,Hansen LLC,82833,2,1,253046,207498,"Gutmann, King and Gorczany, Bashirian Inc, Cronin and Sons, Credit Advisors, Data Innovations",81.8,"[{""PRODUCT_ID"": ""PROD_UMBRELLA"", ""PRODUCT_NAME"": ""Umbrella"", ""PRODUCT_CATEGORY"": ""Security"", ""POTENTIAL_ARR"": 253046.13478260866, ""EXPECTED_ARR"": 207497.8305217391, ""PURCHASE_PROBABILITY"": 82.0, ""MAX_SIMILARITY_SCORE"": 82, ""ESTIMATED_LICENSES"": 35, ""PRICE_PER_LICENSE"": 7229.889565217391, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Bashirian Inc, Credit Advisors""}]",Umbrella,207498
CUST_000021,Data Innovations,331717,2,1,245816,199111,"Collier, Bayer and Ward, Cyber Systems, Hansen LLC, Mohr and Sons, Gutmann, King and Gorczany",80.0,"[{""PRODUCT_ID"": ""PROD_UMBRELLA"", ""PRODUCT_NAME"": ""Umbrella"", ""PRODUCT_CATEGORY"": ""Security"", ""POTENTIAL_ARR"": 245816.2452173913, ""EXPECTED_ARR"": 199111.15862608695, ""PURCHASE_PROBABILITY"": 81.0, ""MAX_SIMILARITY_SCORE"": 81, ""ESTIMATED_LICENSES"": 34, ""PRICE_PER_LICENSE"": 7229.889565217391, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Cyber Systems""}]",Umbrella,199111
CUST_000026,Credit Group,441614,2,3,242274,191480,"Wealth Capital, Schultz - Collins, Wealth Group, Capital Management, Baumbach, Dietrich and Mueller",80.0,"[{""PRODUCT_ID"": ""PROD_MERAKI"", ""PRODUCT_NAME"": ""Meraki"", ""PRODUCT_CATEGORY"": ""Networking"", ""POTENTIAL_ARR"": 90862.01212121212, ""EXPECTED_ARR"": 72689.6096969697, ""PURCHASE_PROBABILITY"": 80.0, ""MAX_SIMILARITY_SCORE"": 80, ""ESTIMATED_LICENSES"": 20, ""PRICE_PER_LICENSE"": 4543.100606060606, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Schultz - Collins, Capital Management""}, {""PRODUCT_ID"": ""PROD_THOUSAND_EYES"", ""PRODUCT_NAME"": ""ThousandEyes"", ""PRODUCT_CATEGORY"": ""Analytics"", ""POTENTIAL_ARR"": 82500.02, ""EXPECTED_ARR"": 64350.015600000006, ""PURCHASE_PROBABILITY"": 78.0, ""MAX_SIMILARITY_SCORE"": 78, ""ESTIMATED_LICENSES"": 20, ""PRICE_PER_LICENSE"": 4125.001, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Capital Management""}, {""PRODUCT_ID"": ""PROD_SPLUNK"", ""PRODUCT_NAME"": ""Splunk"", ""PRODUCT_CATEGORY"": ""Analytics"", ""POTENTIAL_ARR"": 68912.45, ""EXPECTED_ARR"": 54440.8355, ""PURCHASE_PROBABILITY"": 79.0, ""MAX_SIMILARITY_SCORE"": 79, ""ESTIMATED_LICENSES"": 20, ""PRICE_PER_LICENSE"": 3445.6225, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Wealth Group""}]",Meraki,72690
CUST_000017,Bode - Mayer,323711,3,2,233845,193536,"Bruen - Adams, Stokes and Sons, Wealth Group, Schultz - Collins, Medical Alliance",81.0,"[{""PRODUCT_ID"": ""PROD_UMBRELLA"", ""PRODUCT_NAME"": ""Umbrella"", ""PRODUCT_CATEGORY"": ""Security"", ""POTENTIAL_ARR"": 137367.9017391304, ""EXPECTED_ARR"": 115389.03746086954, ""PURCHASE_PROBABILITY"": 84.0, ""MAX_SIMILARITY_SCORE"": 84, ""ESTIMATED_LICENSES"": 19, ""PRICE_PER_LICENSE"": 7229.889565217391, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Bruen - Adams, Wealth Group, Medical Alliance""}, {""PRODUCT_ID"": ""PROD_SPLUNK"", ""PRODUCT_NAME"": ""Splunk"", ""PRODUCT_CATEGORY"": ""Analytics"", ""POTENTIAL_ARR"": 96477.43, ""EXPECTED_ARR"": 78146.7183, ""PURCHASE_PROBABILITY"": 81.0, ""MAX_SIMILARITY_SCORE"": 81, ""ESTIMATED_LICENSES"": 28, ""PRICE_PER_LICENSE"": 3445.6225, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Wealth Group""}]",Umbrella,115389
CUST_000039,Mohr and Sons,396896,2,1,224127,172577,"Collier, Bayer and Ward, Data Innovations, Schultz - Collins, Wealth Capital, Smith, Ratke and Ankunding",80.4,"[{""PRODUCT_ID"": ""PROD_UMBRELLA"", ""PRODUCT_NAME"": ""Umbrella"", ""PRODUCT_CATEGORY"": ""Security"", ""POTENTIAL_ARR"": 224126.5765217391, ""EXPECTED_ARR"": 172577.4639217391, ""PURCHASE_PROBABILITY"": 77.0, ""MAX_SIMILARITY_SCORE"": 77, ""ESTIMATED_LICENSES"": 31, ""PRICE_PER_LICENSE"": 7229.889565217391, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Wealth Capital""}]",Umbrella,172577
CUST_000037,Stokes and Sons,490470,3,1,216897,171348,"Bode - Mayer, Pagac - Muller, Capital Management, Medical Alliance, Kris - Dibbert",80.0,"[{""PRODUCT_ID"": ""PROD_UMBRELLA"", ""PRODUCT_NAME"": ""Umbrella"", ""PRODUCT_CATEGORY"": ""Security"", ""POTENTIAL_ARR"": 216896.6869565217, ""EXPECTED_ARR"": 171348.38269565217, ""PURCHASE_PROBABILITY"": 79.0, ""MAX_SIMILARITY_SCORE"": 79, ""ESTIMATED_LICENSES"": 30, ""PRICE_PER_LICENSE"": 7229.889565217391, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Medical Alliance, Kris - Dibbert""}]",Umbrella,171348
CUST_000030,Bashirian Inc,88638,2,1,213526,175091,"Hansen LLC, Gutmann, King and Gorczany, Smith, Ratke and Ankunding, Investment Management, Corwin LLC",81.0,"[{""PRODUCT_ID"": ""PROD_MERAKI"", ""PRODUCT_NAME"": ""Meraki"", ""PRODUCT_CATEGORY"": ""Networking"", ""POTENTIAL_ARR"": 213525.72848484849, ""EXPECTED_ARR"": 175091.09735757575, ""PURCHASE_PROBABILITY"": 82.0, ""MAX_SIMILARITY_SCORE"": 82, ""ESTIMATED_LICENSES"": 47, ""PRICE_PER_LICENSE"": 4543.100606060606, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Hansen LLC, Gutmann, King and Gorczany, Smith, Ratke and Ankunding""}]",Meraki,175091
CUST_000024,Schultz - Collins,464096,2,1,202437,178144,"Bruen - Adams, Pagac - Muller, Mitchell, Batz and Pouros, Wealth Capital, Credit Group",83.6,"[{""PRODUCT_ID"": ""PROD_UMBRELLA"", ""PRODUCT_NAME"": ""Umbrella"", ""PRODUCT_CATEGORY"": ""Security"", ""POTENTIAL_ARR"": 202436.90782608694, ""EXPECTED_ARR"": 178144.47888695652, ""PURCHASE_PROBABILITY"": 88.0, ""MAX_SIMILARITY_SCORE"": 88, ""ESTIMATED_LICENSES"": 28, ""PRICE_PER_LICENSE"": 7229.889565217391, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Bruen - Adams, Wealth Capital, Credit Group""}]",Umbrella,178144
CUST_000041,"Collier, Bayer and Ward",80903,2,1,202437,153852,"Mohr and Sons, Smith, Ratke and Ankunding, Data Innovations, Gutmann, King and Gorczany, Bashirian Inc",82.6,"[{""PRODUCT_ID"": ""PROD_UMBRELLA"", ""PRODUCT_NAME"": ""Umbrella"", ""PRODUCT_CATEGORY"": ""Security"", ""POTENTIAL_ARR"": 202436.90782608694, ""EXPECTED_ARR"": 153852.04994782608, ""PURCHASE_PROBABILITY"": 76.0, ""MAX_SIMILARITY_SCORE"": 76, ""ESTIMATED_LICENSES"": 28, ""PRICE_PER_LICENSE"": 7229.889565217391, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Bashirian Inc""}]",Umbrella,153852
CUST_000038,Wealth Capital,424729,2,1,177181,143517,"Credit Group, Schultz - Collins, Herzog, Bode and Frami, Investment Management, Mohr and Sons",79.8,"[{""PRODUCT_ID"": ""PROD_MERAKI"", ""PRODUCT_NAME"": ""Meraki"", ""PRODUCT_CATEGORY"": ""Networking"", ""POTENTIAL_ARR"": 177180.92363636364, ""EXPECTED_ARR"": 143516.54814545455, ""PURCHASE_PROBABILITY"": 81.0, ""MAX_SIMILARITY_SCORE"": 81, ""ESTIMATED_LICENSES"": 39, ""PRICE_PER_LICENSE"": 4543.100606060606, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Schultz - Collins, Mohr and Sons""}]",Meraki,143517
CUST_000022,Kris - Dibbert,215609,3,2,174124,131855,"Medical Alliance, Stokes and Sons, Bode - Mayer, Harber LLC, Wealth Group",77.8,"[{""PRODUCT_ID"": ""PROD_THOUSAND_EYES"", ""PRODUCT_NAME"": ""ThousandEyes"", ""PRODUCT_CATEGORY"": ""Analytics"", ""POTENTIAL_ARR"": 94875.023, ""EXPECTED_ARR"": 74002.51794, ""PURCHASE_PROBABILITY"": 78.0, ""MAX_SIMILARITY_SCORE"": 78, ""ESTIMATED_LICENSES"": 23, ""PRICE_PER_LICENSE"": 4125.001, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Stokes and Sons, Bode - Mayer, Harber LLC""}, {""PRODUCT_ID"": ""PROD_SPLUNK"", ""PRODUCT_NAME"": ""Splunk"", ""PRODUCT_CATEGORY"": ""Analytics"", ""POTENTIAL_ARR"": 79249.3175, ""EXPECTED_ARR"": 57852.001775000004, ""PURCHASE_PROBABILITY"": 73.0, ""MAX_SIMILARITY_SCORE"": 73, ""ESTIMATED_LICENSES"": 23, ""PRICE_PER_LICENSE"": 3445.6225, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Wealth Group""}]",ThousandEyes,74003
CUST_000028,Medical Alliance,181551,3,2,174124,135181,"Kris - Dibbert, Bode - Mayer, Stokes and Sons, Medical Systems, Wealth Group",79.6,"[{""PRODUCT_ID"": ""PROD_THOUSAND_EYES"", ""PRODUCT_NAME"": ""ThousandEyes"", ""PRODUCT_CATEGORY"": ""Analytics"", ""POTENTIAL_ARR"": 94875.023, ""EXPECTED_ARR"": 74951.26817000001, ""PURCHASE_PROBABILITY"": 79.0, ""MAX_SIMILARITY_SCORE"": 79, ""ESTIMATED_LICENSES"": 23, ""PRICE_PER_LICENSE"": 4125.001, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Bode - Mayer, Stokes and Sons""}, {""PRODUCT_ID"": ""PROD_SPLUNK"", ""PRODUCT_NAME"": ""Splunk"", ""PRODUCT_CATEGORY"": ""Analytics"", ""POTENTIAL_ARR"": 79249.3175, ""EXPECTED_ARR"": 60229.48130000001, ""PURCHASE_PROBABILITY"": 76.0, ""MAX_SIMILARITY_SCORE"": 76, ""ESTIMATED_LICENSES"": 23, ""PRICE_PER_LICENSE"": 3445.6225, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Medical Systems, Wealth Group""}]",ThousandEyes,74951
CUST_000016,Capital Management,439445,3,2,173577,138138,"Trust Holdings, Global Financial Partners, Advanced Manufacturing Co, Stokes and Sons, Medical Systems",82.2,"[{""PRODUCT_ID"": ""PROD_UMBRELLA"", ""PRODUCT_NAME"": ""Umbrella"", ""PRODUCT_CATEGORY"": ""Security"", ""POTENTIAL_ARR"": 101218.45391304347, ""EXPECTED_ARR"": 80974.76313043479, ""PURCHASE_PROBABILITY"": 80.0, ""MAX_SIMILARITY_SCORE"": 80, ""ESTIMATED_LICENSES"": 14, ""PRICE_PER_LICENSE"": 7229.889565217391, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Advanced Manufacturing Co, Medical Systems""}, {""PRODUCT_ID"": ""PROD_SPLUNK"", ""PRODUCT_NAME"": ""Splunk"", ""PRODUCT_CATEGORY"": ""Analytics"", ""POTENTIAL_ARR"": 72358.0725, ""EXPECTED_ARR"": 57162.877275, ""PURCHASE_PROBABILITY"": 79.0, ""MAX_SIMILARITY_SCORE"": 79, ""ESTIMATED_LICENSES"": 21, ""PRICE_PER_LICENSE"": 3445.6225, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Medical Systems""}]",Umbrella,80975
CUST_000018,"Smith, Ratke and Ankunding",407999,2,1,159058,128837,"Collier, Bayer and Ward, Mitchell, Batz and Pouros, Pagac - Muller, Bashirian Inc, Schultz - Collins",82.6,"[{""PRODUCT_ID"": ""PROD_UMBRELLA"", ""PRODUCT_NAME"": ""Umbrella"", ""PRODUCT_CATEGORY"": ""Security"", ""POTENTIAL_ARR"": 159057.5704347826, ""EXPECTED_ARR"": 128836.63205217391, ""PURCHASE_PROBABILITY"": 81.0, ""MAX_SIMILARITY_SCORE"": 81, ""ESTIMATED_LICENSES"": 22, ""PRICE_PER_LICENSE"": 7229.889565217391, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Bashirian Inc""}]",Umbrella,128837
CUST_000025,"Herzog, Bode and Frami",343375,2,1,149922,118439,"Corwin LLC, Gutmann, King and Gorczany, Wealth Capital, Pagac - Muller, Baumbach, Dietrich and Mueller",77.2,"[{""PRODUCT_ID"": ""PROD_MERAKI"", ""PRODUCT_NAME"": ""Meraki"", ""PRODUCT_CATEGORY"": ""Networking"", ""POTENTIAL_ARR"": 149922.32, ""EXPECTED_ARR"": 118438.6328, ""PURCHASE_PROBABILITY"": 79.0, ""MAX_SIMILARITY_SCORE"": 79, ""ESTIMATED_LICENSES"": 33, ""PRICE_PER_LICENSE"": 4543.100606060606, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Gutmann, King and Gorczany, Pagac - Muller""}]",Meraki,118439
CUST_000020,Credit Advisors,137516,2,1,138608,115045,"Gutmann, King and Gorczany, Hansen LLC, Investment Management, Bashirian Inc, Credit Partners",79.2,"[{""PRODUCT_ID"": ""PROD_DUO"", ""PRODUCT_NAME"": ""Duo"", ""PRODUCT_CATEGORY"": ""Security"", ""POTENTIAL_ARR"": 138607.99047619046, ""EXPECTED_ARR"": 115044.63209523808, ""PURCHASE_PROBABILITY"": 83.0, ""MAX_SIMILARITY_SCORE"": 83, ""ESTIMATED_LICENSES"": 20, ""PRICE_PER_LICENSE"": 6930.399523809523, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Gutmann, King and Gorczany, Hansen LLC, Investment Management""}]",Duo,115045
CUST_000036,Trust Holdings,51826,3,2,138104,109102,"Capital Management, Wealth Group, Medical Systems, Credit Group, Credit Advisors",79.6,"[{""PRODUCT_ID"": ""PROD_UMBRELLA"", ""PRODUCT_NAME"": ""Umbrella"", ""PRODUCT_CATEGORY"": ""Security"", ""POTENTIAL_ARR"": 79528.7852173913, ""EXPECTED_ARR"": 62827.740321739126, ""PURCHASE_PROBABILITY"": 79.0, ""MAX_SIMILARITY_SCORE"": 79, ""ESTIMATED_LICENSES"": 11, ""PRICE_PER_LICENSE"": 7229.889565217391, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Wealth Group, Medical Systems, Credit Group""}, {""PRODUCT_ID"": ""PROD_SPLUNK"", ""PRODUCT_NAME"": ""Splunk"", ""PRODUCT_CATEGORY"": ""Analytics"", ""POTENTIAL_ARR"": 58575.5825, ""EXPECTED_ARR"": 46274.710175, ""PURCHASE_PROBABILITY"": 79.0, ""MAX_SIMILARITY_SCORE"": 79, ""ESTIMATED_LICENSES"": 17, ""PRICE_PER_LICENSE"": 3445.6225, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Wealth Group, Medical Systems""}]",Umbrella,62828
CUST_000005,"White, Boehm and Hilpert",1833761,3,1,131750,104082,"Hansen LLC, Cronin and Sons, Investment Management, Ondricka, Waters and Wilderman, Gutmann, King and Gorczany",76.2,"[{""PRODUCT_ID"": ""PROD_MERAKI"", ""PRODUCT_NAME"": ""Meraki"", ""PRODUCT_CATEGORY"": ""Networking"", ""POTENTIAL_ARR"": 131749.91757575757, ""EXPECTED_ARR"": 104082.43488484848, ""PURCHASE_PROBABILITY"": 79.0, ""MAX_SIMILARITY_SCORE"": 79, ""ESTIMATED_LICENSES"": 29, ""PRICE_PER_LICENSE"": 4543.100606060606, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Hansen LLC, Cronin and Sons, Ondricka, Waters and Wilderman""}]",Meraki,104082
CUST_000005,InnovateTech Solutions,496079,3,1,131750,105400,"Advanced Manufacturing Co, Smith, Ratke and Ankunding, Mitchell, Batz and Pouros, Cyber Systems, Cloud Solutions",78.0,"[{""PRODUCT_ID"": ""PROD_MERAKI"", ""PRODUCT_NAME"": ""Meraki"", ""PRODUCT_CATEGORY"": ""Networking"", ""POTENTIAL_ARR"": 131749.91757575757, ""EXPECTED_ARR"": 105399.93406060606, ""PURCHASE_PROBABILITY"": 80.0, ""MAX_SIMILARITY_SCORE"": 80, ""ESTIMATED_LICENSES"": 29, ""PRICE_PER_LICENSE"": 4543.100606060606, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Advanced Manufacturing Co, Smith, Ratke and Ankunding, Mitchell, Batz and Pouros""}]",Meraki,105400
CUST_000031,Credit Partners,202633,3,1,115500,92400,"Smith LLC, Data Solutions, Credit Advisors, Capital Management, Advanced Manufacturing Co",78.4,"[{""PRODUCT_ID"": ""PROD_THOUSAND_EYES"", ""PRODUCT_NAME"": ""ThousandEyes"", ""PRODUCT_CATEGORY"": ""Analytics"", ""POTENTIAL_ARR"": 115500.028, ""EXPECTED_ARR"": 92400.02240000002, ""PURCHASE_PROBABILITY"": 80.0, ""MAX_SIMILARITY_SCORE"": 80, ""ESTIMATED_LICENSES"": 28, ""PRICE_PER_LICENSE"": 4125.001, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Data Solutions, Capital Management""}]",ThousandEyes,92400
CUST_000023,Smith LLC,450570,3,1,111375,91328,"Credit Partners, Data Solutions, Bashirian Inc, Stokes and Sons, Smith, Ratke and Ankunding",78.6,"[{""PRODUCT_ID"": ""PROD_THOUSAND_EYES"", ""PRODUCT_NAME"": ""ThousandEyes"", ""PRODUCT_CATEGORY"": ""Analytics"", ""POTENTIAL_ARR"": 111375.027, ""EXPECTED_ARR"": 91327.52214, ""PURCHASE_PROBABILITY"": 82.0, ""MAX_SIMILARITY_SCORE"": 82, ""ESTIMATED_LICENSES"": 27, ""PRICE_PER_LICENSE"": 4125.001, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Data Solutions, Stokes and Sons""}]",ThousandEyes,91328
CUST_000044,Corwin LLC,24362,2,2,95349,70558,"Bashirian Inc, Herzog, Bode and Frami, Goldner - Bartoletti, Pagac - Muller, Cronin and Sons",75.8,"[{""PRODUCT_ID"": ""PROD_MERAKI"", ""PRODUCT_NAME"": ""Meraki"", ""PRODUCT_CATEGORY"": ""Networking"", ""POTENTIAL_ARR"": 49974.10666666667, ""EXPECTED_ARR"": 36980.83893333333, ""PURCHASE_PROBABILITY"": 74.0, ""MAX_SIMILARITY_SCORE"": 74, ""ESTIMATED_LICENSES"": 11, ""PRICE_PER_LICENSE"": 4543.100606060606, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Goldner - Bartoletti, Pagac - Muller, Cronin and Sons""}, {""PRODUCT_ID"": ""PROD_THOUSAND_EYES"", ""PRODUCT_NAME"": ""ThousandEyes"", ""PRODUCT_CATEGORY"": ""Analytics"", ""POTENTIAL_ARR"": 45375.011, ""EXPECTED_ARR"": 33577.50814, ""PURCHASE_PROBABILITY"": 74.0, ""MAX_SIMILARITY_SCORE"": 74, ""ESTIMATED_LICENSES"": 11, ""PRICE_PER_LICENSE"": 4125.001, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Goldner - Bartoletti""}]",Meraki,36981
CUST_000027,"Gutmann, King and Gorczany",474193,2,1,79529,66009,"Hansen LLC, Credit Advisors, Bashirian Inc, Collier, Bayer and Ward, Herzog, Bode and Frami",81.8,"[{""PRODUCT_ID"": ""PROD_UMBRELLA"", ""PRODUCT_NAME"": ""Umbrella"", ""PRODUCT_CATEGORY"": ""Security"", ""POTENTIAL_ARR"": 79528.7852173913, ""EXPECTED_ARR"": 66008.89173043477, ""PURCHASE_PROBABILITY"": 83.0, ""MAX_SIMILARITY_SCORE"": 83, ""ESTIMATED_LICENSES"": 11, ""PRICE_PER_LICENSE"": 7229.889565217391, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Credit Advisors, Bashirian Inc, Herzog, Bode and Frami""}]",Umbrella,66009
CUST_000045,Goldner - Bartoletti,22076,3,2,74390,54428,"Stokes and Sons, Bode - Mayer, Corwin LLC, Trust Holdings, Medical Systems",74.4,"[{""PRODUCT_ID"": ""PROD_UMBRELLA"", ""PRODUCT_NAME"": ""Umbrella"", ""PRODUCT_CATEGORY"": ""Security"", ""POTENTIAL_ARR"": 43379.33739130435, ""EXPECTED_ARR"": 32100.709669565218, ""PURCHASE_PROBABILITY"": 74.0, ""MAX_SIMILARITY_SCORE"": 74, ""ESTIMATED_LICENSES"": 6, ""PRICE_PER_LICENSE"": 7229.889565217391, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Corwin LLC, Medical Systems""}, {""PRODUCT_ID"": ""PROD_SPLUNK"", ""PRODUCT_NAME"": ""Splunk"", ""PRODUCT_CATEGORY"": ""Analytics"", ""POTENTIAL_ARR"": 31010.6025, ""EXPECTED_ARR"": 22327.6338, ""PURCHASE_PROBABILITY"": 72.0, ""MAX_SIMILARITY_SCORE"": 72, ""ESTIMATED_LICENSES"": 9, ""PRICE_PER_LICENSE"": 3445.6225, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Medical Systems""}]",Umbrella,32101
CUST_000043,Cronin and Sons,10017,2,2,38918,29578,"Hansen LLC, Gutmann, King and Gorczany, White, Boehm and Hilpert, Corwin LLC, Credit Advisors",75.4,"[{""PRODUCT_ID"": ""PROD_UMBRELLA"", ""PRODUCT_NAME"": ""Umbrella"", ""PRODUCT_CATEGORY"": ""Security"", ""POTENTIAL_ARR"": 21689.668695652173, ""EXPECTED_ARR"": 16484.148208695653, ""PURCHASE_PROBABILITY"": 76.0, ""MAX_SIMILARITY_SCORE"": 76, ""ESTIMATED_LICENSES"": 3, ""PRICE_PER_LICENSE"": 7229.889565217391, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""White, Boehm and Hilpert, Corwin LLC, Credit Advisors""}, {""PRODUCT_ID"": ""PROD_SPLUNK"", ""PRODUCT_NAME"": ""Splunk"", ""PRODUCT_CATEGORY"": ""Analytics"", ""POTENTIAL_ARR"": 17228.1125, ""EXPECTED_ARR"": 13093.3655, ""PURCHASE_PROBABILITY"": 76.0, ""MAX_SIMILARITY_SCORE"": 76, ""ESTIMATED_LICENSES"": 5, ""PRICE_PER_LICENSE"": 3445.6225, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""White, Boehm and Hilpert""}]",Umbrella,16484
CUST_000002,Global Capital Management,3669528,3,0,0,0,"MedSecure Systems, Ondricka, Waters and Wilderman, Mitchell, Batz and Pouros, Swaniawski Inc, Schultz - Collins",71.0,[],None,0
